CALL#,TITLE,Title,Permanent Link,Title with Hyperlink,SUBJECT,INDEX/GUIDE,,,INDEX/GUIDE,SERIES
MFF358,"Yankey in England, The (D. Humphreys)","Yankey in England, The (D. Humphreys)",http://library.tufts.edu:80/record=b1330387~S1,"Yankey in England, The (D. Humphreys)",Arts/Humanities,,,,"Glossary of words used in a peculiar sense in this drama or pronounced with an accent or emphasis in certain districts ... including new- coined American, obsolete English, and low words in general : p. [103]-110.;""Hill, F.P. Amer. plays, 137"";""Microfi","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF359,"Androboros: A Biographical Farce in Three Acts, viz., the Senate, the Consistory, and the Apotheosis (R. Hunter)","Androboros: A Biographical Farce in Three Acts, viz., the Senate, the Consistory, and the Apotheosis (R. Hunter)",http://library.tufts.edu:80/record=b1330386~S1,"Androboros: A Biographical Farce in Three Acts, viz., the Senate, the Consistory, and the Apotheosis (R. Hunter)",Arts/Humanities,,,,"Dedication signed: B'uey Fizle.;"" Gov. Hunter was assisted in the writing of this piece by Chief Justice Lewis Morris --Wegelin, p. 50."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American p","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF360,Fashionable Follies: A Comedy in Five Acts (J. Hutton),Fashionable Follies: A Comedy in Five Acts (J. Hutton),http://library.tufts.edu:80/record=b1330710~S1,Fashionable Follies: A Comedy in Five Acts (J. Hutton),Arts/Humanities,,,,"As cast at the Olympic Theatre. ;"" With a preface, shewing the why and the wherefore. "";""Hill, F.P. Amer. plays, 139"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830.","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF361,"Orphan of Prague, The (J. Hutton)","Orphan of Prague, The (J. Hutton)",http://library.tufts.edu:80/record=b1330709~S1,"Orphan of Prague, The (J. Hutton)",Arts/Humanities,,,,"Includes untitled songs without music.;""Hill, F.P. Amer. plays, 140"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF362,"School of Prodigals, The (J. Hutton)","School of Prodigals, The (J. Hutton)",http://library.tufts.edu:80/record=b1330708~S1,"School of Prodigals, The (J. Hutton)",Arts/Humanities,,,,"As performed at the New Theatre, Philadelphia. ;""Hill, F.P. Amer. plays, 141"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF363,"Venoni, or The Maid of Savoy (J. Hutton)","Venoni, or The Maid of Savoy (J. Hutton)",http://library.tufts.edu:80/record=b1330707~S1,"Venoni, or The Maid of Savoy (J. Hutton)",Arts/Humanities,,,,"Caption title.;""Detached from: Leisure hours, or, Poetic effusions / by Joseph Hutton."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF364,"Wounded Hussar, The, or Rightful Heir (J. Hutton)","Wounded Hussar, The, or Rightful Heir (J. Hutton)",http://library.tufts.edu:80/record=b1330527~S1,"Wounded Hussar, The, or Rightful Heir (J. Hutton)",Arts/Humanities,,,,"Libretto only.;""Includes untitled songs to be sung."";"" As performed at the New Theatre, Philadelphia. "";""Hill, F.P. Amer. plays, 142"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American pla","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF365,Rosa (W. Hyer),Rosa (W. Hyer),http://library.tufts.edu:80/record=b1330523~S1,Rosa (W. Hyer),Arts/Humanities,,,,"Cover title.;"" Preliminary signed: William G. Hyer."";""Includes titles of airs (popular and borrowed) to be sung."";""Hill, F.P. Amer. plays, 43"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and Am","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF367,"Intolerants, The: A Drama (W. Comstock)","Intolerants, The: A Drama (W. Comstock)",http://library.tufts.edu:80/record=b1330718~S1,"Intolerants, The: A Drama (W. Comstock)",Arts/Humanities,,,,"Running title: Things among us.;"" Has been attributed to W. Comstock --Hill, F.P. Amer. plays, 145."";""Relates to George Fox, the Quaker."";"" As performed at the ****** ****** with more effect than applause. "";""Microfiche. [New Canaan, Conn.] : Readex, [19","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF368,"Battle of Eutaw Springs and Evacuation of Charleston, The, or, The Glorious 14th of December, 1782: A National Drama in Five Acts (W. Ioor)","Battle of Eutaw Springs and Evacuation of Charleston, The, or, The Glorious 14th of December, 1782: A National Drama in Five Acts (W. Ioor)",http://library.tufts.edu:80/record=b1330717~S1,"Battle of Eutaw Springs and Evacuation of Charleston, The, or, The Glorious 14th of December, 1782: A National Drama in Five Acts (W. Ioor)",Arts/Humanities,,,,"Imperfect: t.p. wanting p. [3-4], 5-6, 49, 59 mutilated.;""Hill, F.P. Amer. plays, 146"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF369,"Independence, or, Which Do You Like Best, the Peer or the Farmer?: A Comedy in Five Acts (W. Ioor) ","Independence, or, Which Do You Like Best, the Peer or the Farmer?: A Comedy in Five Acts (W. Ioor) ",http://library.tufts.edu:80/record=b1330716~S1,"Independence, or, Which Do You Like Best, the Peer or the Farmer?: A Comedy in Five Acts (W. Ioor) ",Arts/Humanities,,,,"Founded on the novel of 'The Independent,' and performed at the theatre, Charleston, with unbounded applause. ;""Hill, F.P. Amer. plays, 147"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and Amer","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF370,"Italian Husband, The (Anon.)","Italian Husband, The (Anon.)",http://library.tufts.edu:80/record=b1330715~S1,"Italian Husband, The (Anon.)",Arts/Humanities,,,,"A dramatic poem.;""Half title."";""Detached from: Lays of leisure."";""Hill, F.P. Amer. plays, 148"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF371,"Mountain Torrent, The (S.B.H. Judah)","Mountain Torrent, The (S.B.H. Judah)",http://library.tufts.edu:80/record=b1330714~S1,"Mountain Torrent, The (S.B.H. Judah)",Arts/Humanities,,,,"Libretto only.;""Includes untitled songs to be sung."";"" As performed at the New-York theatre, with universal applause. "";"" First played at Park Theater, March 1, 1820 .--Hill, F.P. Amer. plays, 149."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 mi","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF372,Odofriede: The Outcast (S.B.H. Judah),Odofriede: The Outcast (S.B.H. Judah),http://library.tufts.edu:80/record=b1330719~S1,Odofriede: The Outcast (S.B.H. Judah),Arts/Humanities,,,,"Hill, F.P. Amer. plays, 150;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF373,"Rose of Arragon, The, or The Vigil of St. Mark (S.B.H. Judah)","Rose of Arragon, The, or The Vigil of St. Mark (S.B.H. Judah)",http://library.tufts.edu:80/record=b1332490~S1,"Rose of Arragon, The, or The Vigil of St. Mark (S.B.H. Judah)",Arts/Humanities,,,,"Without the music.;"" As performed with unbounded applause at the New York Theatre. "";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF374,Tale of Lexington (S.B.H. Judah),Tale of Lexington (S.B.H. Judah),http://library.tufts.edu:80/record=b1330564~S1,Tale of Lexington (S.B.H. Judah),Arts/Humanities,,,,"Hill, F.P. Amer. plays, 152 Sabin 36839 Wegelin, O. Early Amer. plays, p. 52;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF375,Juvenile Theatre (S. Genlis),Juvenile Theatre (S. Genlis),http://library.tufts.edu:80/record=b1330560~S1,Juvenile Theatre (S. Genlis),Arts/Humanities,,,,"The death of Adam -- Isaac -- Joseph, recognized by his brothers -- Agar -- The blind girl of Spa.;""Hill, F.P. Amer. plays, 153"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 2 microfiches : negative. (Three centuries of English and American plays,","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF376,"Colonists, The (H.J. Kelley)","Colonists, The (H.J. Kelley)",http://library.tufts.edu:80/record=b1330697~S1,"Colonists, The (H.J. Kelley)",Arts/Humanities,,,,"Caption title.;""Detached from: The American instructor. Second book / by Hall J. Kelley. 2nd ed."";""Hill, F.P. Amer. plays, 154"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 15","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF377,"Irma, or, The Prediction: A Tragedy in Five Acts (J.H. Kennicott)","Irma, or, The Prediction: A Tragedy in Five Acts (J.H. Kennicott)",http://library.tufts.edu:80/record=b1330563~S1,"Irma, or, The Prediction: A Tragedy in Five Acts (J.H. Kennicott)",Arts/Humanities,,,,"Written by James H. Kennicott. Cf. Hill, F.P. Amer. plays, 155.;"" As performed at the American Theatre, New Orleans. "";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830.","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF378,"Rip Van Winkle, or The Demons of the Catskill Mountains (J. Kerr)","Rip Van Winkle, or The Demons of the Catskill Mountains (J. Kerr)",http://library.tufts.edu:80/record=b1330562~S1,"Rip Van Winkle, or The Demons of the Catskill Mountains (J. Kerr)",Arts/Humanities,,,,"Printed from the acting copy, with the whole of the stage business, as now performed in the London and American theatres. ;""Based on: Rip Van Winkle / Washington Irving."";""Includes untitled songs to be sung."";""Imperfect: t.p. and p. 75-76 partially illeg","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF379,"Wandering Boys, The, or The Castle of Olival (J. Kerr)","Wandering Boys, The, or The Castle of Olival (J. Kerr)",http://library.tufts.edu:80/record=b1330559~S1,"Wandering Boys, The, or The Castle of Olival (J. Kerr)",Arts/Humanities,,,,"Adaptation of: Le pélerin blanc / R.-C. Guilbert de Pixérécourt.;""Adapted by John Kerr."";""Claimed by M.M. Noah as only an alteration of his Paul and Alexis, or, The orphan of the Rhine, Charleston, 1812. Cf. Dunlap's History of the American theatre, 18","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF380,"Recluse, The (H.C. Knight)","Recluse, The (H.C. Knight)",http://library.tufts.edu:80/record=b1330557~S1,"Recluse, The (H.C. Knight)",Arts/Humanities,,,,"Caption title.;""Detached from: The broken harp : poems / by H.C. Knight."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF381,Rustic Life (H.C. Knight),Rustic Life (H.C. Knight),http://library.tufts.edu:80/record=b1330556~S1,Rustic Life (H.C. Knight),Arts/Humanities,,,,"Caption title.;""Detached from: The broken harp : poems / by H.C. Knight."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF382,"Knights of the Orange Grove, The (Anon.)","Knights of the Orange Grove, The (Anon.)",http://library.tufts.edu:80/record=b1330640~S1,"Knights of the Orange Grove, The (Anon.)",Arts/Humanities,,,,"Detached from: Rejected plays.;""Hill, F.P. Amer. plays, 249"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF383,Smerdis and Merea (K.L.L.),Smerdis and Merea (K.L.L.),http://library.tufts.edu:80/record=b1330656~S1,Smerdis and Merea (K.L.L.),Arts/Humanities,,,,"Caption title.;""Written by K.L.L. Cf. Hill, F.P. Amer. plays, 267."";""Detached from: The memorial : a Christmas & New Year's offering / edited by F.S.H."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of Engl","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF384,"Reparation, or The School for Libertines (T.P. Lathy)","Reparation, or The School for Libertines (T.P. Lathy)",http://library.tufts.edu:80/record=b1330606~S1,"Reparation, or The School for Libertines (T.P. Lathy)",Arts/Humanities,,,,"Acting copy.;"" As performed at the Boston theatre, with great applause. "";"" Published for the benefit of the author. "";""Imperfect: t.p. mutilated."";""Hill, F.P. Amer. plays, 156"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative.","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF385,Dramatic Sketch (J. Lawson),Dramatic Sketch (J. Lawson),http://library.tufts.edu:80/record=b1330567~S1,Dramatic Sketch (J. Lawson),Arts/Humanities,,,,"Caption title.;""Detached from: Tales and sketches / by a cosmopolite."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF386,"Fall of British Tyrrany, The, or, American Liberty Triumphant, the First Campaign: A Tragi-Comedy of Five Acts (J. Leacock) Pub. Philadelphia","Fall of British Tyrrany, The, or, American Liberty Triumphant, the First Campaign: A Tragi-Comedy of Five Acts (J. Leacock) Pub. Philadelphia",http://library.tufts.edu:80/record=b1330566~S1,"Fall of British Tyrrany, The, or, American Liberty Triumphant, the First Campaign: A Tragi-Comedy of Five Acts (J. Leacock) Pub. Philadelphia",Arts/Humanities,,,,"Dedication signed: Dick Rifle.;"" Publish'd according to act of Parliament. "";""Hill, F.P. Amer. plays, 157"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, A","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF387,"Fall of British Tyrrany, The, or, American Liberty Triumphant, the First Campaign: A Tragi-Comedy of Five Acts (J. Leacock) Pub. Boston","Fall of British Tyrrany, The, or, American Liberty Triumphant, the First Campaign: A Tragi-Comedy of Five Acts (J. Leacock) Pub. Boston",http://library.tufts.edu:80/record=b1331319~S1,"Fall of British Tyrrany, The, or, American Liberty Triumphant, the First Campaign: A Tragi-Comedy of Five Acts (J. Leacock) Pub. Boston",Arts/Humanities,,,,"Preface signed: Dic [i.e Dick?] Rifle.;"" Published according to act of Parliament. "";""Hill, F.P. Amer. plays, 157"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF388,"Fall of British Tyrrany, The, or, American Liberty Triumphant, the First Campaign: A Tragi-Comedy of Five Acts (J. Leacock) Pub. Providence","Fall of British Tyrrany, The, or, American Liberty Triumphant, the First Campaign: A Tragi-Comedy of Five Acts (J. Leacock) Pub. Providence",http://library.tufts.edu:80/record=b1330565~S1,"Fall of British Tyrrany, The, or, American Liberty Triumphant, the First Campaign: A Tragi-Comedy of Five Acts (J. Leacock) Pub. Providence",Arts/Humanities,,,,"Preface signed: Dick Rifle.;"" Published according to act of Parliament. "";""Hill, F.P. Amer. plays, 157"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, Amer","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF389,"Lafayette, or The Fortress of Olmutz (W. Lee)","Lafayette, or The Fortress of Olmutz (W. Lee)",http://library.tufts.edu:80/record=b1330594~S1,"Lafayette, or The Fortress of Olmutz (W. Lee)",Arts/Humanities,,,,"Another play entitled La Fayette, or, The castle of Olmutz, by Samuel Woodworth, was presented at the New York Theatre the same year and published there.;""Hill, F.P. Amer. plays, 158"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : nega","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF390,"Fatal Error, The: A Tragedy (A.W. Leland)","Fatal Error, The: A Tragedy (A.W. Leland)",http://library.tufts.edu:80/record=b1330664~S1,"Fatal Error, The: A Tragedy (A.W. Leland)",Arts/Humanities,,,,"Exhibited at Williams College, March 25, 1807. ;""Hill, F.P. Amer. plays, 159"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF391,"Tancred, or The Rightful Heir to Rochdale Castle (G.R. Lillibridge)","Tancred, or The Rightful Heir to Rochdale Castle (G.R. Lillibridge)",http://library.tufts.edu:80/record=b1330662~S1,"Tancred, or The Rightful Heir to Rochdale Castle (G.R. Lillibridge)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 165;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF392,"Love and Friendship, or Yankee Notions (A.B. Lindsley)","Love and Friendship, or Yankee Notions (A.B. Lindsley)",http://library.tufts.edu:80/record=b1330661~S1,"Love and Friendship, or Yankee Notions (A.B. Lindsley)",Arts/Humanities,,,,"Apparently produced at Park Theater, New York, in 1808 or 1809. Cf. Hill, F.P. Amer. plays, 166.;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF393,"Little Country Visitor, The (Anon.)","Little Country Visitor, The (Anon.)",http://library.tufts.edu:80/record=b1330660~S1,"Little Country Visitor, The (Anon.)",Arts/Humanities,,,,"Imperfect: p. 3-16 wanting.;""Hill, F.P. Amer. plays, 167"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF394,"Little Trifler, The (Anon.)","Little Trifler, The (Anon.)",http://library.tufts.edu:80/record=b1330659~S1,"Little Trifler, The (Anon.)",Arts/Humanities,,,,"Imperfect: p. 93-94 mutilated.;""Hill, F.P. Amer. plays, 168"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF395,"Lover, The (Anon.)","Lover, The (Anon.)",http://library.tufts.edu:80/record=b1333043~S1,"Lover, The (Anon.)",Arts/Humanities,,,,"Caption title.;""Detached from: The witch of New England : a romance."";""Attributed to J.C. McCall. Cf. Wright. Amer. fict., 1774-1850. 2nd rev. ed. (1969), no. 2751."";""Hill, F.P. Amer. plays, 169"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 micr","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF396,"Politician Out-Witted, The (S. Low)","Politician Out-Witted, The (S. Low)",http://library.tufts.edu:80/record=b1332489~S1,"Politician Out-Witted, The (S. Low)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 170;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF397,Lucinda (Anon.),Lucinda (Anon.),http://library.tufts.edu:80/record=b1330663~S1,Lucinda (Anon.),Arts/Humanities,,,,"Imperfect: t.p. and p. 1-4 wanting.;""Detached from: Rejected plays."";""Hill, F.P. Amer. plays, 249"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American)","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF398,"Usurper, The (J. McHenry)","Usurper, The (J. McHenry)",http://library.tufts.edu:80/record=b1332752~S1,"Usurper, The (J. McHenry)",Arts/Humanities,,,,"Prologue written by James N. Barker.;""Title page imperfect first part of title The Usurper wanting."";""First played at Chestnut Street Theater, Philadelphia, December 26, 1827."";""Hill, F.P. Amer. plays, 171"";""Microfiche. [New Canaan, Conn.] : Readex, [","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF399,"Pennsylvania Sailor's Letters, Alias, the Farmer's Fall: With Extracts from a Tragic Comedy Called Hodge Podge Improved, or, the Race Fairly Run (J. Macpherson)","Pennsylvania Sailor's Letters, Alias, the Farmer's Fall: With Extracts from a Tragic Comedy Called Hodge Podge Improved, or, the Race Fairly Run (J. Macpherson)",http://library.tufts.edu:80/record=b1330658~S1,"Pennsylvania Sailor's Letters, Alias, the Farmer's Fall: With Extracts from a Tragic Comedy Called Hodge Podge Improved, or, the Race Fairly Run (J. Macpherson)",Arts/Humanities,,,,"Written by John Macpherson. Cf. Hill, F.P. Amer. plays, 172.;"" The author's sympathy for an innocent woman prevents his publishing the whole of that dramatic piece [i.e. Hodge podge improved] "";""Imperfect: p. 63-64 wanting."";"" Number 1. "";""Microfiche. [","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF400,"Patriot Chief, The (P. Markoe)","Patriot Chief, The (P. Markoe)",http://library.tufts.edu:80/record=b1330657~S1,"Patriot Chief, The (P. Markoe)",Arts/Humanities,,,,"Authorship attributed to Markoe. Cf. Hill, F.P. Amer. plays, 173.;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF401,"Reconciliation, The, or The Triumph of Nature (P. Markoe)","Reconciliation, The, or The Triumph of Nature (P. Markoe)",http://library.tufts.edu:80/record=b1330665~S1,"Reconciliation, The, or The Triumph of Nature (P. Markoe)",Arts/Humanities,,,,"Libretto only.;"" A revisal and correction of Erastus [by Gessner], literally translated by a native of Germany ... gave rise to the following piece. --P. [v]"";""Hill, F.P. Amer. plays, 174"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche :","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF402,"Chimera, or, Effusions of Fancy: A Farce in Two Acts (Mrs. Marriott)","Chimera, or, Effusions of Fancy: A Farce in Two Acts (Mrs. Marriott)",http://library.tufts.edu:80/record=b1330735~S1,"Chimera, or, Effusions of Fancy: A Farce in Two Acts (Mrs. Marriott)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 175;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF403,"Columbus, Selections (A. Martin)","Columbus, Selections (A. Martin)",http://library.tufts.edu:80/record=b1330734~S1,"Columbus, Selections (A. Martin)",Arts/Humanities,,,,"Last scene of the play Columbus.;"" Lately performed with applause at the new theatre in Philadelphia. "";""Includes an untitled song without music."";""Hill, F.P. Amer. plays, 176"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF404,"Mary of Scotland, or The Heir of Avenel (Anon.)","Mary of Scotland, or The Heir of Avenel (Anon.)",http://library.tufts.edu:80/record=b1330733~S1,"Mary of Scotland, or The Heir of Avenel (Anon.)",Arts/Humanities,,,,"Founded on the popular novel of 'The Abbot,' and originally performed at the theatre, New York, with universal applause. ;""Includes untitled songs without music and titles of airs (popular and borrowed) to be sung."";""Hill, F.P. Amer. plays, 177"";""Microf","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF405,"Fratricide, The (M. Maurice)","Fratricide, The (M. Maurice)",http://library.tufts.edu:80/record=b1330783~S1,"Fratricide, The (M. Maurice)",Arts/Humanities,,,,"Based on: The Italian, or, The confessional of the black penitents / Ann Ward Radcliffe.;""Caption title."";""Detached from: The manuscript : comprising The fratricide, and miscellaneous poems / by Mark Maurice."";""Hill, F.P. Amer. plays, 178"";""Microfiche. [","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF406,"May Day, or The Celebration of the Return of Spring (Anon.)","May Day, or The Celebration of the Return of Spring (Anon.)",http://library.tufts.edu:80/record=b1330732~S1,"May Day, or The Celebration of the Return of Spring (Anon.)",Arts/Humanities,,,,"Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF407,Wall-Street As It Now Is (R.W. Mead),Wall-Street As It Now Is (R.W. Mead),http://library.tufts.edu:80/record=b1330782~S1,Wall-Street As It Now Is (R.W. Mead),Arts/Humanities,,,,"Authorship attributed to Mead and James Nelson Barker. Cf. Hill, F.P. Amer. plays, 180 NUC pre-1956.;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, Ameri","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF408,"Wall Street, or Ten Minutes Before Three (R.W. Mead)","Wall Street, or Ten Minutes Before Three (R.W. Mead)",http://library.tufts.edu:80/record=b1330736~S1,"Wall Street, or Ten Minutes Before Three (R.W. Mead)",Arts/Humanities,,,,"Authorship attributed to Mead. Cf. Hill, F.P. Amer. plays, 180.;""An edition in the Library of Congress has ms. note, by J. Barker --NUC pre-1956."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English a","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF409,No Hay Union Con los Tiranos Morira Quien lo Pretenda (F. Megia),No Hay Union Con los Tiranos Morira Quien lo Pretenda (F. Megia),http://library.tufts.edu:80/record=b1330917~S1,No Hay Union Con los Tiranos Morira Quien lo Pretenda (F. Megia),Arts/Humanities,,,,"Imperfect: t.p. wanting?;""Hill, F.P. Amer. plays, 182"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF410,"Military Glory of Great-Britain, The (Anon.)","Military Glory of Great-Britain, The (Anon.)",http://library.tufts.edu:80/record=b1330784~S1,"Military Glory of Great-Britain, The (Anon.)",Arts/Humanities,,,,"Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
