FileName,"Error","NameError","TemplateField.Name","DocumentField.Name","RegonitionTypeError","TemplateField.RecognitionFieldType","DocumentField.RecognitionFieldType","FormFieldGroupError","TemplateField.FormFieldGroup","DocumentField.FormFieldGroup","LabelAreaError","TemplateField.LabelArea","DocumentField.LabelArea","LabelTextError","TemplateField.LabelText","DocumentField.LabelText","DataAreaError","TemplateField.DataArea","DocumentField.DataArea","DataTextError","TemplateField.DataText","DocumentField.DataText","DocumentField.Validation"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48168~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~02_17_2011~$1,684.84~_7_023.tif","Field Error","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","ERROR","{X=1944,Y=435,Width=254,Height=23}","{X=1145,Y=1367,Width=176,Height=26}","DIFF","INVOICE NUMBER","INVOICE","ERROR EMPTY","{X=2014,Y=551,Width=261,Height=50}","{X=1447,Y=1427,Width=46,Height=29}","DIFF","~53-464686","~sUO","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48168~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~02_17_2011~$1,684.84~_7_023.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1852,Y=689,Width=139,Height=37}","{X=1858,Y=699,Width=118,Height=26}","","Date:","Date:","DIFF","{X=2014,Y=689,Width=269,Height=41}","{X=2019,Y=695,Width=259,Height=34}","","~1/8/2011","~01/08/2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48168~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~02_17_2011~$1,684.84~_7_024.tif","Field Error","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1980,Y=355,Width=272,Height=24}","{X=1914,Y=344,Width=338,Height=44}","DIFF","INVOICE NUMBER","( INVOICE NUMBER","ERROR EMPTY","{X=2049,Y=485,Width=280,Height=37}","{X=2297,Y=344,Width=16,Height=47}","DIFF","~53-457932","~)","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48168~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~02_17_2011~$1,684.84~_7_024.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1890,Y=635,Width=127,Height=28}","{X=1890,Y=635,Width=127,Height=28}","","Date:","Date:","DIFF","{X=2053,Y=630,Width=292,Height=42}","{X=2062,Y=630,Width=274,Height=36}","","~12/2/2010","~12/02/2010","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48168~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~02_17_2011~$1,684.84~_7_024.tif","ERROR no document field","","Total Due","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=1528,Y=2906,Width=461,Height=53}","{X=0,Y=0,Width=0,Height=0}","","TOTAL AMOUNT DUE","","","{X=2247,Y=2946,Width=155,Height=54}","{X=0,Y=0,Width=0,Height=0}","","~$0.05","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48168~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~02_17_2011~$1,684.84~_7_025.tif","Field Error","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","","{X=1541,Y=2918,Width=447,Height=36}","{X=1541,Y=2918,Width=447,Height=36}","","TOTAL AMOUNT DUE","TOTAL AMOUNT DUE","DIFF","{X=2252,Y=2949,Width=155,Height=58}","{X=0,Y=0,Width=0,Height=0}","ERROR","~$1.56","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48168~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~02_17_2011~$1,684.84~_7_025.tif","Field Error","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","ERROR","{X=1969,Y=346,Width=288,Height=40}","{X=1135,Y=1347,Width=189,Height=29}","DIFF","INVOICE NUMBER","INVOICE","DIFF","{X=2062,Y=474,Width=264,Height=62}","{X=0,Y=0,Width=0,Height=0}","ERROR","~53-456576","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48168~PO# DPWA11676025~KING ENGINEERING ASSOCIATES INC~02_17_2011~$1,684.84~_7_025.tif","","","Invoice Date","Invoice Date","DIFF","GeneralText","Date","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1892,Y=632,Width=139,Height=46}","{X=1896,Y=627,Width=127,Height=37}","DIFF","Date:","Datie:","DIFF","{X=2066,Y=632,Width=289,Height=37}","{X=2068,Y=631,Width=274,Height=37}","","~11/20/2010","~11/20/2010","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48300~PO# DPPW07516124~KING ENGINEERING ASSOCIATES INC~02_15_2011~$5,427.50~_4_001.tif","Field Error","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1081,Y=1478,Width=177,Height=50}","{X=1094,Y=1458,Width=376,Height=80}","DIFF","Invoice#","Invoice#É","ERROR EMPTY","{X=1262,Y=1482,Width=165,Height=42}","{X=1070,Y=1544,Width=366,Height=42}","DIFF","~K48300","~Through 1/29/2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48300~PO# DPPW07516124~KING ENGINEERING ASSOCIATES INC~02_15_2011~$5,427.50~_4_001.tif","","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","","{X=154,Y=2118,Width=786,Height=36}","{X=154,Y=2118,Width=786,Height=36}","","TOTAL AMOUNT DUE THIS INVOICE:","TOTAL AMOUNT DUE THIS INVOICE:","DIFF","{X=1695,Y=2097,Width=226,Height=57}","{X=1712,Y=2114,Width=200,Height=40}","","~$5,427.50","~$5,427.50","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48300~PO# DPPW07516124~KING ENGINEERING ASSOCIATES INC~02_15_2011~$5,427.50~_4_001.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=137,Y=434,Width=197,Height=57}","{X=0,Y=0,Width=0,Height=0}","","~2/15/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48300~PO# DPPW07516124~KING ENGINEERING ASSOCIATES INC~02_15_2011~$5,427.50~_4_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=912,Y=1310,Width=322,Height=41}","{X=0,Y=0,Width=0,Height=0}","","Purchase Order","","","{X=1241,Y=1306,Width=339,Height=41}","{X=0,Y=0,Width=0,Height=0}","","~DPPW07516124","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48300~PO# DPPW07516124~KING ENGINEERING ASSOCIATES INC~02_15_2011~$5,427.50~_4_003.tif","Field Error","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=951,Y=759,Width=170,Height=45}","{X=944,Y=764,Width=326,Height=36}","DIFF","Invoice#","Invoice# K48300","ERROR EMPTY","{X=1120,Y=751,Width=170,Height=53}","{X=942,Y=820,Width=368,Height=44}","DIFF","~ K48300","~Through 1/29/2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48300~PO# DPPW07516124~KING ENGINEERING ASSOCIATES INC~02_15_2011~$5,427.50~_4_003.tif","","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=1747,Y=1964,Width=120,Height=34}","{X=1750,Y=1956,Width=120,Height=34}","","Total:","Total:","DIFF","{X=2057,Y=1963,Width=197,Height=42}","{X=2060,Y=1952,Width=198,Height=42}","","~$5,427.50","~$5,427.50","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48300~PO# DPPW07516124~KING ENGINEERING ASSOCIATES INC~02_15_2011~$5,427.50~_4_003.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=566,Y=417,Width=326,Height=46}","{X=0,Y=0,Width=0,Height=0}","","Purchase Order","","","{X=899,Y=409,Width=346,Height=58}","{X=0,Y=0,Width=0,Height=0}","","~DPPW07516124","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48300~PO# DPPW07516124~KING ENGINEERING ASSOCIATES INC~02_15_2011~$5,427.50~_4_003.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=2240,Y=2168,Width=186,Height=173}","{X=0,Y=0,Width=0,Height=0}","","~3/10/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48300~PO# DPPW07516124~KING ENGINEERING ASSOCIATES INC~02_15_2011~$5,427.50~_4_004.tif","Field Error","","Invoice Number","Invoice Number","","GeneralText","GeneralText","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1057,Y=647,Width=161,Height=49}","{X=1074,Y=660,Width=288,Height=30}","DIFF","Invoice#","Invoice# K48300","ERROR EMPTY","{X=1221,Y=643,Width=150,Height=53}","{X=1052,Y=712,Width=322,Height=38}","DIFF","~ K48300","~Through 1/29/2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48300~PO# DPPW07516124~KING ENGINEERING ASSOCIATES INC~02_15_2011~$5,427.50~_4_004.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=510,Y=406,Width=286,Height=33}","{X=0,Y=0,Width=0,Height=0}","","Purchase Order","","","{X=787,Y=394,Width=315,Height=49}","{X=0,Y=0,Width=0,Height=0}","","~DPPW07516124","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48300~PO# DPPW07516124~KING ENGINEERING ASSOCIATES INC~02_15_2011~$5,427.50~_4_004.tif","Error template/document field mis-matched","ERROR","Total Due","Amount","DIFF","GeneralText","Currency","","UnknownFormFieldGroup","UnknownFormFieldGroup","DIFF","{X=2113,Y=968,Width=174,Height=138}","{X=2134,Y=974,Width=126,Height=28}","DIFF","Amount Due This Invoice","Amount","DIFF","{X=2121,Y=3009,Width=182,Height=65}","{X=0,Y=0,Width=0,Height=0}","ERROR","~$5,427.50","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48300~PO# DPPW07516124~KING ENGINEERING ASSOCIATES INC~02_15_2011~$5,427.50~_4_004.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=2274,Y=3130,Width=214,Height=137}","{X=0,Y=0,Width=0,Height=0}","","~3/10/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48302~PO# DPPW10516050~KING ENGINEERING ASSOCIATES INC~02_16_2011~$15,349.58~_5_001.tif","","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=740,Y=1497,Width=472,Height=37}","{X=736,Y=1500,Width=436,Height=34}","","TOTAL AMOUNT DUE","TOTAL AMOUNT DUE","DIFF","{X=1581,Y=1489,Width=243,Height=53}","{X=1601,Y=1500,Width=211,Height=40}","","~$15,349.58","~$15,349.58","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48302~PO# DPPW10516050~KING ENGINEERING ASSOCIATES INC~02_16_2011~$15,349.58~_5_001.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=1408,Y=648,Width=174,Height=61}","{X=0,Y=0,Width=0,Height=0}","","Invoice #","","","{X=1577,Y=652,Width=174,Height=57}","{X=0,Y=0,Width=0,Height=0}","","~K48302","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48302~PO# DPPW10516050~KING ENGINEERING ASSOCIATES INC~02_16_2011~$15,349.58~_5_001.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=145,Y=431,Width=198,Height=49}","{X=0,Y=0,Width=0,Height=0}","","~2/16/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48302~PO# DPPW10516050~KING ENGINEERING ASSOCIATES INC~02_16_2011~$15,349.58~_5_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=527,Y=1276,Width=319,Height=49}","{X=0,Y=0,Width=0,Height=0}","","Purchase Order","","","{X=849,Y=1280,Width=331,Height=41}","{X=0,Y=0,Width=0,Height=0}","","~DPPW10516050","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48302~PO# DPPW10516050~KING ENGINEERING ASSOCIATES INC~02_16_2011~$15,349.58~_5_005.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=2138,Y=499,Width=179,Height=46}","{X=2152,Y=510,Width=149,Height=28}","","Invoice #","Invoice #","DIFF","{X=2155,Y=596,Width=150,Height=53}","{X=2168,Y=606,Width=119,Height=28}","","~10-2589","~10-2589","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48302~PO# DPPW10516050~KING ENGINEERING ASSOCIATES INC~02_16_2011~$15,349.58~_5_005.tif","","","Invoice Date","Invoice Date","DIFF","GeneralText","Date","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1885,Y=499,Width=117,Height=58}","{X=1906,Y=510,Width=78,Height=28}","","Date","Date","DIFF","{X=1856,Y=596,Width=191,Height=45}","{X=1868,Y=606,Width=154,Height=28}","","~9/23/2010","~9/23/2010","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48302~PO# DPPW10516050~KING ENGINEERING ASSOCIATES INC~02_16_2011~$15,349.58~_5_005.tif","Error template/document field mis-matched","ERROR","SubTotal","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=1365,Y=2734,Width=190,Height=66}","{X=1384,Y=2740,Width=154,Height=50}","","Total","Total","DIFF","{X=2163,Y=2734,Width=182,Height=46}","{X=2180,Y=2748,Width=150,Height=32}","DIFF","~$5,391.00","~35,391.00","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48302~PO# DPPW10516050~KING ENGINEERING ASSOCIATES INC~02_16_2011~$15,349.58~_5_005.tif","Field Error","","Total Due","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=1369,Y=2972,Width=360,Height=57}","{X=1384,Y=2982,Width=298,Height=38}","","Balance Due","Balance Due","DIFF","{X=2130,Y=2988,Width=219,Height=53}","{X=0,Y=0,Width=0,Height=0}","ERROR","~$5,391.00","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48302~PO# DPPW10516050~KING ENGINEERING ASSOCIATES INC~02_16_2011~$15,349.58~_5_006.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=2135,Y=500,Width=191,Height=49}","{X=2157,Y=505,Width=151,Height=31}","","Invoice #","Invoice #","DIFF","{X=2155,Y=592,Width=163,Height=50}","{X=2173,Y=603,Width=121,Height=29}","","~10-2575","~10-2575","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48302~PO# DPPW10516050~KING ENGINEERING ASSOCIATES INC~02_16_2011~$15,349.58~_5_006.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1911,Y=507,Width=79,Height=31}","{X=1911,Y=507,Width=79,Height=31}","","Date","Date","","{X=1873,Y=604,Width=154,Height=30}","{X=1873,Y=604,Width=154,Height=30}","","~8/31/2010","~8/31/2010","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48302~PO# DPPW10516050~KING ENGINEERING ASSOCIATES INC~02_16_2011~$15,349.58~_5_006.tif","Error template/document field mis-matched","ERROR","SubTotal","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=1386,Y=2740,Width=190,Height=53}","{X=1394,Y=2742,Width=155,Height=51}","","Total","Total","DIFF","{X=2192,Y=2740,Width=166,Height=41}","{X=2217,Y=2744,Width=123,Height=32}","","~$605.00","~$605.00","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48302~PO# DPPW10516050~KING ENGINEERING ASSOCIATES INC~02_16_2011~$15,349.58~_5_006.tif","","","Total Due","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=1386,Y=2965,Width=331,Height=78}","{X=1394,Y=2983,Width=299,Height=39}","","Balance Due","Balance Due","DIFF","{X=2204,Y=2981,Width=146,Height=54}","{X=2217,Y=2998,Width=123,Height=31}","","~$605.00","~$605.00","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48302~PO# DPPW10516050~KING ENGINEERING ASSOCIATES INC~02_16_2011~$15,349.58~_5_006.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=1201,Y=3102,Width=343,Height=70}","{X=0,Y=0,Width=0,Height=0}","","~K 48302","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48324~PO# DPPW10516207~KING ENGINEERING ASSOCIATES INC~02_15_2011~$4,208.63~_4_001.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1289,Y=586,Width=163,Height=37}","{X=1300,Y=588,Width=116,Height=30}","DIFF","Invoice#","Invoice","DIFF","{X=1451,Y=582,Width=159,Height=41}","{X=1428,Y=574,Width=220,Height=72}","DIFF","~K48324","~Q 324]","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48324~PO# DPPW10516207~KING ENGINEERING ASSOCIATES INC~02_15_2011~$4,208.63~_4_001.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=137,Y=384,Width=195,Height=53}","{X=0,Y=0,Width=0,Height=0}","","~2/15/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48324~PO# DPPW10516207~KING ENGINEERING ASSOCIATES INC~02_15_2011~$4,208.63~_4_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=497,Y=1136,Width=280,Height=45}","{X=0,Y=0,Width=0,Height=0}","","Purchase Order","","","{X=776,Y=1140,Width=296,Height=45}","{X=0,Y=0,Width=0,Height=0}","","~DPPW10516207","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48324~PO# DPPW10516207~KING ENGINEERING ASSOCIATES INC~02_15_2011~$4,208.63~_4_001.tif","","","Total Due","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=659,Y=1318,Width=421,Height=65}","{X=678,Y=1334,Width=390,Height=30}","","TOTAL AMOUNT DUE","TOTAL AMOUNT DUE","DIFF","{X=1455,Y=1326,Width=183,Height=49}","{X=1458,Y=1302,Width=225,Height=66}","DIFF","~$4,208.63","~$4,208.630","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48324~PO# DPPW10516207~KING ENGINEERING ASSOCIATES INC~02_15_2011~$4,208.63~_4_008.tif","Field Error","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1299,Y=581,Width=164,Height=49}","{X=1310,Y=588,Width=288,Height=30}","DIFF","Invoice #","Invoice # K48324","DIFF","{X=1462,Y=581,Width=147,Height=45}","{X=0,Y=0,Width=0,Height=0}","ERROR","~K48324","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48324~PO# DPPW10516207~KING ENGINEERING ASSOCIATES INC~02_15_2011~$4,208.63~_4_008.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=154,Y=394,Width=180,Height=41}","{X=0,Y=0,Width=0,Height=0}","","~2/15/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48324~PO# DPPW10516207~KING ENGINEERING ASSOCIATES INC~02_15_2011~$4,208.63~_4_008.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=508,Y=1137,Width=277,Height=42}","{X=0,Y=0,Width=0,Height=0}","","Purchase Order","","","{X=788,Y=1141,Width=297,Height=42}","{X=0,Y=0,Width=0,Height=0}","","~DPPW10516207","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48324~PO# DPPW10516207~KING ENGINEERING ASSOCIATES INC~02_15_2011~$4,208.63~_4_008.tif","","","Total Due","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=670,Y=1324,Width=411,Height=45}","{X=688,Y=1334,Width=390,Height=28}","","TOTAL AMOUNT DUE","TOTAL AMOUNT DUE","DIFF","{X=1450,Y=1320,Width=183,Height=49}","{X=1466,Y=1332,Width=166,Height=34}","","~$4,208.63","~$4,208.63","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48348R~PO# DPPW10516200~KING ENGINEERING ASSOCIATES INC~02_15_2011~$3,932.48~_4_001.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","CustomerFormFieldGroup","UnknownFormFieldGroup","","{X=1296,Y=596,Width=163,Height=37}","{X=0,Y=0,Width=0,Height=0}","","Invoice#","","","{X=1458,Y=596,Width=167,Height=45}","{X=0,Y=0,Width=0,Height=0}","","~K48348R","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48348R~PO# DPPW10516200~KING ENGINEERING ASSOCIATES INC~02_15_2011~$3,932.48~_4_001.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=0,Y=0,Width=0,Height=0}","{X=0,Y=0,Width=0,Height=0}","","","","","{X=138,Y=405,Width=203,Height=34}","{X=0,Y=0,Width=0,Height=0}","","~2/15/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48348R~PO# DPPW10516200~KING ENGINEERING ASSOCIATES INC~02_15_2011~$3,932.48~_4_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=498,Y=1134,Width=285,Height=54}","{X=0,Y=0,Width=0,Height=0}","","Purchase Order","","","{X=782,Y=1146,Width=301,Height=46}","{X=0,Y=0,Width=0,Height=0}","","~DPPW10516200","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48348R~PO# DPPW10516200~KING ENGINEERING ASSOCIATES INC~02_15_2011~$3,932.48~_4_001.tif","","","Total Due","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=664,Y=1329,Width=431,Height=53}","{X=682,Y=1341,Width=390,Height=28}","","TOTAL AMOUNT DUE","TOTAL AMOUNT DUE","DIFF","{X=1458,Y=1329,Width=309,Height=66}","{X=1462,Y=1333,Width=176,Height=52}","DIFF","~$3,932.48","~53,932@","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\King\Original\INV# K48348R~PO# DPPW10516200~KING ENGINEERING ASSOCIATES INC~02_15_2011~$3,932.48~_4_008.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","CustomerFormFieldGroup","UnknownFormFieldGroup","","{X=1315,Y=580,Width=151,Height=54}","{X=0,Y=0,Width=0,Height=0}","","nvoice #","","","{X=1461,Y=580,Width=151,Height=50}","{X=0,Y=0,Width=0,Height=0}","","~K48348R","~","Unvalidated"
